datetime,open,high,low,close,volume
2022-01-03T14:15:00+0530,36291.2,36339.05,36272,36337.9,0
2022-01-03T14:20:00+0530,36340.65,36378.2,36333.1,36378.2,0
2022-01-03T14:25:00+0530,36379.8,36408.3,36372,36401.9,0
2022-01-03T14:30:00+0530,36402.3,36448.65,36379.65,36432.95,0
2022-01-03T14:35:00+0530,36433.35,36461.45,36408.5,36413.3,0
2022-01-03T14:40:00+0530,36411.8,36446.35,36407.8,36435.95,0
2022-01-03T14:45:00+0530,36434.2,36443.1,36350.65,36368.45,0
2022-01-03T14:50:00+0530,36366.25,36407.1,36349.25,36394.6,0
2022-01-03T14:55:00+0530,36397.9,36422.85,36374.1,36376.55,0
2022-01-03T15:00:00+0530,36372.9,36419.9,36351.6,36409.15,0
2022-01-03T15:05:00+0530,36401.8,36408.2,36389.3,36400.55,0
2022-01-03T15:10:00+0530,36397.6,36418.8,36386.65,36414.65,0
2022-01-03T15:15:00+0530,36417.3,36450.7,36405.3,36443.35,0
2022-01-03T15:20:00+0530,36441.65,36475.55,36413.7,36433.85,0
2022-01-03T15:25:00+0530,36433.75,36485,36432.8,36467.65,0
2022-01-04T09:15:00+0530,36551.25,36602.2,36449.35,36531.75,0
2022-01-04T09:20:00+0530,36532.7,36665.1,36451.35,36653.95,0
2022-01-04T09:25:00+0530,36653.05,36681.35,36624.05,36650.1,0
2022-01-04T09:30:00+0530,36649.25,36663.75,36605.9,36613.3,0
2022-01-04T09:35:00+0530,36608.35,36610.8,36432.45,36462.4,0
2022-01-04T09:40:00+0530,36463.8,36557.55,36380.85,36557,0
2022-01-04T09:45:00+0530,36558.8,36680.6,36558.8,36663.95,0
2022-01-04T09:50:00+0530,36668.9,36695.8,36654.9,36686.75,0
2022-01-04T09:55:00+0530,36684.1,36760.5,36673.55,36756.4,0
2022-01-04T10:00:00+0530,36762.8,36765.25,36728.25,36741,0
2022-01-04T10:05:00+0530,36741.45,36800,36733.95,36782.1,0
2022-01-04T10:10:00+0530,36785.55,36817.35,36782.75,36812.5,0
2022-01-04T10:15:00+0530,36813.35,36840.35,36810.95,36831.75,0
2022-01-04T10:20:00+0530,36831,36837.8,36758,36816.65,0
2022-01-04T10:25:00+0530,36814.4,36829.65,36770.45,36827.95,0
2022-01-04T10:30:00+0530,36829.55,36873.9,36826.5,36870.75,0
2022-01-04T10:35:00+0530,36871.25,36886.65,36825.55,36835.75,0
2022-01-04T10:40:00+0530,36834,36850.4,36789.5,36797.65,0
2022-01-04T10:45:00+0530,36790.6,36791.75,36736.1,36747.65,0
2022-01-04T10:50:00+0530,36747.15,36806.25,36721.5,36785.7,0
2022-01-04T10:55:00+0530,36787.1,36800.95,36760.1,36792.45,0
2022-01-04T11:00:00+0530,36793.85,36816.6,36784.9,36792.75,0
2022-01-04T11:05:00+0530,36792.3,36793.9,36764.45,36775.45,0
2022-01-04T11:10:00+0530,36776.7,36777.75,36718.45,36718.45,0
2022-01-04T11:15:00+0530,36715.2,36743.9,36671.9,36737.9,0
2022-01-04T11:20:00+0530,36732.45,36735.45,36656.15,36656.15,0
2022-01-04T11:25:00+0530,36647.05,36709.65,36647.05,36703.55,0
2022-01-04T11:30:00+0530,36704.75,36726.7,36689.25,36724.4,0
2022-01-04T11:35:00+0530,36724.1,36746.7,36696.1,36746.7,0
2022-01-04T11:40:00+0530,36745.55,36771.4,36745.55,36759.05,0
2022-01-04T11:45:00+0530,36759.95,36768.6,36742.2,36757.2,0
2022-01-04T11:50:00+0530,36753.2,36779.35,36746.75,36776.1,0
2022-01-04T11:55:00+0530,36776.45,36786.85,36753.6,36763,0
2022-01-04T12:00:00+0530,36760.65,36794.6,36738.5,36788.7,0
2022-01-04T12:05:00+0530,36789.05,36803,36780,36797.05,0
2022-01-04T12:10:00+0530,36796.1,36805.75,36782.3,36799.05,0
2022-01-04T12:15:00+0530,36799.45,36805.15,36736.2,36752.35,0
2022-01-04T12:20:00+0530,36754.65,36754.65,36715.35,36719.5,0
2022-01-04T12:25:00+0530,36718.6,36730.2,36708.9,36710.35,0
2022-01-04T12:30:00+0530,36709.55,36734.95,36674.2,36725.6,0
2022-01-04T12:35:00+0530,36729.85,36734.7,36690.45,36711.9,0
2022-01-04T12:40:00+0530,36711.7,36749.1,36690.9,36719.7,0
2022-01-04T12:45:00+0530,36718.75,36724.3,36680.1,36702.2,0
2022-01-04T12:50:00+0530,36702.65,36712.35,36675.65,36697,0
2022-01-04T12:55:00+0530,36694.8,36714.9,36693.1,36713.7,0
2022-01-04T13:00:00+0530,36712.55,36734.95,36659.6,36727.4,0
2022-01-04T13:05:00+0530,36727.6,36739.05,36706.55,36716.3,0
2022-01-04T13:10:00+0530,36717.65,36719.1,36670.7,36689,0
2022-01-04T13:15:00+0530,36690,36690,36623,36628.6,0
2022-01-04T13:20:00+0530,36623.65,36686.6,36597.45,36668.9,0
2022-01-04T13:25:00+0530,36666.7,36674.15,36638.95,36657.15,0
2022-01-04T13:30:00+0530,36658.2,36680.5,36634.3,36645.8,0
2022-01-04T13:35:00+0530,36646.65,36649.25,36612.55,36613.5,0
2022-01-04T13:40:00+0530,36610.65,36631.2,36536.75,36539.1,0
2022-01-04T13:45:00+0530,36539.7,36575.85,36518.6,36558.25,0
2022-01-04T13:50:00+0530,36554.8,36618.65,36549.4,36611.05,0
2022-01-04T13:55:00+0530,36612.4,36645.9,36604.9,36637.5,0
2022-01-04T14:00:00+0530,36641.85,36726.95,36633,36723.95,0
2022-01-04T14:05:00+0530,36720.25,36723.05,36684.25,36715.35,0
2022-01-04T14:10:00+0530,36716.65,36722.2,36694.9,36719.75,0
2022-01-04T14:15:00+0530,36717.35,36761.1,36716.2,36755.8,0
2022-01-04T14:20:00+0530,36755.9,36761.85,36741.35,36761.85,0
2022-01-04T14:25:00+0530,36761.7,36772.5,36715.6,36741.8,0
2022-01-04T14:30:00+0530,36744.55,36761.25,36726.9,36740.05,0
2022-01-04T14:35:00+0530,36742.75,36824.5,36731.5,36820,0
2022-01-04T14:40:00+0530,36821.8,36841.15,36811.25,36823.95,0
2022-01-04T14:45:00+0530,36823,36840.7,36801.75,36802.6,0
2022-01-04T14:50:00+0530,36802.2,36837.6,36795.35,36834.6,0
2022-01-04T14:55:00+0530,36836.2,36851.05,36828.7,36834.05,0
2022-01-04T15:00:00+0530,36832.15,36841.4,36795.25,36812.5,0
2022-01-04T15:05:00+0530,36816.15,36832.6,36793.8,36812.45,0
2022-01-04T15:10:00+0530,36814.7,36827.6,36803.65,36814.7,0
2022-01-04T15:15:00+0530,36819,36861.2,36810.9,36845.95,0
2022-01-04T15:20:00+0530,36851.1,36883.5,36844.3,36872.95,0
2022-01-04T15:25:00+0530,36874.4,36877.75,36847.1,36856.75,0
2022-01-05T09:15:00+0530,36943.55,37068.35,36770.1,37062.1,0
2022-01-05T09:20:00+0530,37063.45,37148.9,37014.7,37148.9,0
2022-01-05T09:25:00+0530,37144.15,37183.65,37096,37147.95,0
2022-01-05T09:30:00+0530,37146.5,37149.4,37051.7,37070.95,0
2022-01-05T09:35:00+0530,37068.15,37093.2,36995.35,36997.45,0
2022-01-05T09:40:00+0530,36989.35,37115.15,36989.35,37106.4,0
2022-01-05T09:45:00+0530,37106.85,37239.2,37106.55,37201.5,0
2022-01-05T09:50:00+0530,37201.6,37267.4,37196.25,37265.2,0
2022-01-05T09:55:00+0530,37270.8,37325.35,37248.4,37324.3,0
2022-01-05T10:00:00+0530,37321.8,37351.05,37283,37342.1,0
2022-01-05T10:05:00+0530,37343.2,37382.75,37322.9,37378.65,0
2022-01-05T10:10:00+0530,37377.4,37448.85,37377.2,37404.7,0
2022-01-05T10:15:00+0530,37404.4,37444.55,37372.75,37432.65,0
2022-01-05T10:20:00+0530,37433.55,37434.65,37350.7,37371.35,0
2022-01-05T10:25:00+0530,37366.9,37416,37330.95,37330.95,0
2022-01-05T10:30:00+0530,37330.6,37374.6,37317.4,37352.6,0
2022-01-05T10:35:00+0530,37353.7,37375.45,37332.7,37361.85,0
2022-01-05T10:40:00+0530,37364.1,37400.35,37350.05,37395.55,0
2022-01-05T10:45:00+0530,37396.7,37400.8,37350.55,37350.55,0
2022-01-05T10:50:00+0530,37351.25,37370.2,37328.75,37331.1,0
2022-01-05T10:55:00+0530,37330.25,37359.95,37280.5,37358.8,0
2022-01-05T11:00:00+0530,37361,37384.5,37349.7,37365.1,0
2022-01-05T11:05:00+0530,37367.2,37388.65,37337.85,37337.85,0
2022-01-05T11:10:00+0530,37341,37359.9,37324.4,37327.8,0
2022-01-05T11:15:00+0530,37328.3,37366.25,37306.2,37361.2,0
2022-01-05T11:20:00+0530,37355.5,37454.55,37345.3,37436.6,0
2022-01-05T11:25:00+0530,37439.45,37482.6,37434.4,37476.35,0
2022-01-05T11:30:00+0530,37468.2,37472.25,37424.5,37430.35,0
2022-01-05T11:35:00+0530,37432.65,37481.65,37428.7,37454.6,0
2022-01-05T11:40:00+0530,37453.95,37507.45,37453.95,37496.2,0
2022-01-05T11:45:00+0530,37491.65,37492.55,37435.45,37468.8,0
2022-01-05T11:50:00+0530,37473.05,37489.8,37453.4,37457.9,0
2022-01-05T11:55:00+0530,37456.05,37460.55,37439.25,37440,0
2022-01-05T12:00:00+0530,37442.65,37463.3,37421.2,37432.55,0
2022-01-05T12:05:00+0530,37434.75,37468.9,37431.75,37465.65,0
2022-01-05T12:10:00+0530,37465.6,37500.7,37452.85,37497.15,0
2022-01-05T12:15:00+0530,37498.35,37516.05,37486.05,37513.85,0
2022-01-05T12:20:00+0530,37511.4,37534.2,37503.85,37512.75,0
2022-01-05T12:25:00+0530,37511.55,37529.15,37507.55,37515.3,0
2022-01-05T12:30:00+0530,37512.75,37593.4,37508.65,37587.25,0
2022-01-05T12:35:00+0530,37587,37653.35,37587,37645.65,0
2022-01-05T12:40:00+0530,37648.4,37668.3,37620.95,37655.2,0
2022-01-05T12:45:00+0530,37654.05,37664.8,37613.5,37632.9,0
2022-01-05T12:50:00+0530,37630.45,37685.2,37626.1,37682.55,0
2022-01-05T12:55:00+0530,37681.45,37706.8,37669.25,37706.7,0
2022-01-05T13:00:00+0530,37706.4,37710.85,37667.35,37700.95,0
2022-01-05T13:05:00+0530,37700.95,37768.75,37697.45,37768.75,0
2022-01-05T13:10:00+0530,37772.05,37804.2,37772.05,37788.55,0
2022-01-05T13:15:00+0530,37792.45,37801.25,37728.65,37734.3,0
2022-01-05T13:20:00+0530,37731.1,37750.6,37675.65,37729.35,0
2022-01-05T13:25:00+0530,37727.55,37736.85,37696.15,37712.7,0
2022-01-05T13:30:00+0530,37717.35,37770.45,37717.35,37751.3,0
2022-01-05T13:35:00+0530,37750.25,37761.25,37718.95,37756.6,0
2022-01-05T13:40:00+0530,37759.2,37771.2,37735.1,37737.05,0
2022-01-05T13:45:00+0530,37735.85,37782.9,37729.65,37731.7,0
2022-01-05T13:50:00+0530,37731.2,37757.65,37699.45,37740.15,0
2022-01-05T13:55:00+0530,37740.1,37777.4,37740.1,37777.4,0
2022-01-05T14:00:00+0530,37775.1,37790.9,37756.6,37769.4,0
2022-01-05T14:05:00+0530,37769,37769.85,37735,37740.25,0
2022-01-05T14:10:00+0530,37740.15,37754.3,37681.4,37699.55,0
2022-01-05T14:15:00+0530,37701.45,37749.7,37696.35,37742.45,0
2022-01-05T14:20:00+0530,37738.4,37820.7,37722.95,37808.1,0
2022-01-05T14:25:00+0530,37807.4,37808.7,37772.7,37786.4,0
2022-01-05T14:30:00+0530,37785.7,37835.85,37779.5,37830.35,0
2022-01-05T14:35:00+0530,37830.6,37860.3,37808.35,37808.35,0
2022-01-05T14:40:00+0530,37808.6,37821.6,37796.35,37798.3,0
2022-01-05T14:45:00+0530,37797.55,37822.85,37766.2,37784.3,0
2022-01-05T14:50:00+0530,37784.45,37791.4,37711.45,37712.3,0
2022-01-05T14:55:00+0530,37710.15,37738.7,37624.2,37628.95,0
2022-01-05T15:00:00+0530,37626.55,37737.3,37625.4,37734.7,0
2022-01-05T15:05:00+0530,37733.75,37734.2,37655,37659.55,0
2022-01-05T15:10:00+0530,37655.3,37725.8,37654.15,37721.15,0
2022-01-05T15:15:00+0530,37719.8,37727.05,37693.7,37706.3,0
2022-01-05T15:20:00+0530,37706.9,37720.15,37645,37659.8,0
2022-01-05T15:25:00+0530,37659.6,37688.65,37636.65,37644.9,0
2022-01-06T09:15:00+0530,37242.55,37431.9,37219.5,37249.8,0
2022-01-06T09:20:00+0530,37243.8,37368.35,37232.75,37266.75,0
2022-01-06T09:25:00+0530,37271.2,37280.2,37170.5,37172.35,0
2022-01-06T09:30:00+0530,37165.1,37165.1,37084.45,37084.45,0
2022-01-06T09:35:00+0530,37084,37176.1,37061.35,37163.7,0
2022-01-06T09:40:00+0530,37165.9,37252.45,37165.9,37232,0
2022-01-06T09:45:00+0530,37232.9,37281,37195.5,37227.5,0
2022-01-06T09:50:00+0530,37225.3,37245.9,37171.9,37210.35,0
2022-01-06T09:55:00+0530,37209.05,37226.55,37192.85,37196.9,0
2022-01-06T10:00:00+0530,37197.25,37263.9,37191.7,37262.3,0
2022-01-06T10:05:00+0530,37266.2,37269.2,37211.95,37217.25,0
2022-01-06T10:10:00+0530,37216.2,37233.95,37185.8,37233.45,0
2022-01-06T10:15:00+0530,37234.25,37252.2,37193.3,37243.5,0
2022-01-06T10:20:00+0530,37242.65,37269.1,37218.7,37238.6,0
2022-01-06T10:25:00+0530,37240.65,37245.45,37180.9,37185.35,0
2022-01-06T10:30:00+0530,37184.8,37243.5,37172.55,37219.1,0
2022-01-06T10:35:00+0530,37218.3,37231.35,37195.45,37197.95,0
2022-01-06T10:40:00+0530,37198.8,37198.9,37128.55,37137.35,0
2022-01-06T10:45:00+0530,37135,37175.8,37115.05,37157.1,0
2022-01-06T10:50:00+0530,37156.45,37209.05,37152,37206.5,0
2022-01-06T10:55:00+0530,37205.55,37228.1,37165.35,37219.9,0
2022-01-06T11:00:00+0530,37219.85,37225,37194.95,37217.8,0
2022-01-06T11:05:00+0530,37216.6,37217.55,37193.05,37194.7,0
2022-01-06T11:10:00+0530,37195.25,37211.7,37182.15,37184.05,0
2022-01-06T11:15:00+0530,37181.8,37277.3,37175.15,37276.75,0
2022-01-06T11:20:00+0530,37271.4,37311.2,37257.55,37262.45,0
2022-01-06T11:25:00+0530,37268.3,37311.85,37265.85,37309.2,0
2022-01-06T11:30:00+0530,37307.2,37349.35,37305.15,37330.8,0
2022-01-06T11:35:00+0530,37332.05,37334.45,37268.65,37269.55,0
2022-01-06T11:40:00+0530,37271.05,37320.75,37271.05,37312,0
2022-01-06T11:45:00+0530,37319.5,37330.8,37294.7,37298.75,0
2022-01-06T11:50:00+0530,37296.85,37311.5,37282.5,37295.4,0
2022-01-06T11:55:00+0530,37296.5,37319.8,37294.25,37315.55,0
2022-01-06T12:00:00+0530,37315.9,37317.85,37226.1,37227.15,0
2022-01-06T12:05:00+0530,37227.05,37256.2,37197.85,37250.9,0
2022-01-06T12:10:00+0530,37251.65,37265.65,37239.8,37249,0
2022-01-06T12:15:00+0530,37248.65,37256.85,37212.4,37226.9,0
2022-01-06T12:20:00+0530,37225.2,37234.4,37201.25,37215.1,0
2022-01-06T12:25:00+0530,37218.05,37223.35,37197.55,37198.95,0
2022-01-06T12:30:00+0530,37200.45,37254.45,37200.45,37254.45,0
2022-01-06T12:35:00+0530,37253.4,37266.1,37246.65,37250.65,0
2022-01-06T12:40:00+0530,37252.7,37292.35,37243.75,37290.7,0
2022-01-06T12:45:00+0530,37290.95,37313,37278.05,37301.25,0
2022-01-06T12:50:00+0530,37301.55,37318.45,37294.75,37313.3,0
2022-01-06T12:55:00+0530,37316.6,37338.6,37307.25,37325.6,0
2022-01-06T13:00:00+0530,37327.55,37363.45,37326.6,37332.5,0
2022-01-06T13:05:00+0530,37334.75,37371.95,37318.25,37333.8,0
2022-01-06T13:10:00+0530,37332.85,37380.6,37332.85,37372.85,0
2022-01-06T13:15:00+0530,37378.45,37391.1,37350.5,37373.75,0
2022-01-06T13:20:00+0530,37373.3,37417.85,37359,37397.45,0
2022-01-06T13:25:00+0530,37399.5,37405.4,37310.65,37355.95,0
2022-01-06T13:30:00+0530,37356,37443.85,37356,37442.7,0
2022-01-06T13:35:00+0530,37440.8,37470.15,37440.8,37466.8,0
2022-01-06T13:40:00+0530,37469.35,37493.2,37432.95,37437.1,0
2022-01-06T13:45:00+0530,37439.7,37472.65,37439.7,37469.2,0
2022-01-06T13:50:00+0530,37468.6,37472.8,37413.25,37444.7,0
2022-01-06T13:55:00+0530,37441.6,37441.8,37368.45,37394.35,0
2022-01-06T14:00:00+0530,37393.75,37442.85,37393,37413.65,0
2022-01-06T14:05:00+0530,37415.6,37432.45,37385.5,37432.45,0
2022-01-06T14:10:00+0530,37432.3,37496.35,37411.55,37478.85,0
2022-01-06T14:15:00+0530,37478.15,37527.7,37478.15,37518.1,0
2022-01-06T14:20:00+0530,37521.95,37638.75,37518.8,37638.5,0
2022-01-06T14:25:00+0530,37637.25,37708.25,37636.65,37694.25,0
2022-01-06T14:30:00+0530,37696.7,37750.35,37659.35,37678.45,0
2022-01-06T14:35:00+0530,37680.15,37699.9,37650.95,37674.95,0
2022-01-06T14:40:00+0530,37675.7,37694.85,37650.85,37693.3,0
2022-01-06T14:45:00+0530,37692.25,37696.75,37594.2,37595.95,0
2022-01-06T14:50:00+0530,37597,37655.15,37574.2,37628.95,0
2022-01-06T14:55:00+0530,37630.7,37635.95,37570.8,37593.35,0
2022-01-06T15:00:00+0530,37589.1,37618.5,37513.8,37535.7,0
2022-01-06T15:05:00+0530,37534.2,37573.6,37458.9,37494.25,0
2022-01-06T15:10:00+0530,37488.3,37503.95,37426.2,37451.45,0
2022-01-06T15:15:00+0530,37454.2,37511.55,37424.9,37506.3,0
2022-01-06T15:20:00+0530,37522.05,37530.2,37452.6,37459.95,0
2022-01-06T15:25:00+0530,37460.35,37495.95,37452.55,37470.45,0
2022-01-07T09:15:00+0530,37667.05,37846.2,37613.55,37810.25,0
2022-01-07T09:20:00+0530,37809.95,37943.7,37809.65,37939.7,0
2022-01-07T09:25:00+0530,37941.45,37999.75,37905.15,37980.35,0
2022-01-07T09:30:00+0530,37979.05,38085.8,37979.05,38079.9,0
2022-01-07T09:35:00+0530,38077.3,38080.35,37962.1,37976.1,0
2022-01-07T09:40:00+0530,37971.8,38015.9,37950.15,37986.9,0
2022-01-07T09:45:00+0530,37985.2,38014.75,37954.8,38000.1,0
2022-01-07T09:50:00+0530,37993.3,38073.1,37921.45,38044.05,0
2022-01-07T09:55:00+0530,38040.3,38055.15,38022.2,38040.3,0
2022-01-07T10:00:00+0530,38038.9,38116.55,38038.9,38112.1,0
2022-01-07T10:05:00+0530,38108.85,38115.8,38066.8,38072.1,0
2022-01-07T10:10:00+0530,38073.4,38080,38048.45,38059,0
2022-01-07T10:15:00+0530,38055.9,38122.15,38055.9,38093.85,0
2022-01-07T10:20:00+0530,38095.95,38134.5,38079.55,38094.15,0
2022-01-07T10:25:00+0530,38091.55,38121,38069.65,38094.65,0
2022-01-07T10:30:00+0530,38096.45,38109.25,38061.95,38097.95,0
2022-01-07T10:35:00+0530,38099.05,38117.1,38058.55,38075.1,0
2022-01-07T10:40:00+0530,38075.65,38075.65,37987.85,38031.3,0
2022-01-07T10:45:00+0530,38031.1,38048.2,38001.95,38003.7,0
2022-01-07T10:50:00+0530,37999.45,37999.45,37920.5,37923.15,0
2022-01-07T10:55:00+0530,37923.15,38026.75,37915.6,38017.7,0
2022-01-07T11:00:00+0530,38017.55,38035.3,37934.65,37977.2,0
2022-01-07T11:05:00+0530,37977.15,38012,37945.8,37958.55,0
2022-01-07T11:10:00+0530,37956.7,37977.95,37912.25,37935.55,0
2022-01-07T11:15:00+0530,37935.85,37950.3,37870.4,37949.2,0
2022-01-07T11:20:00+0530,37948.5,37969.2,37892.4,37892.4,0
2022-01-07T11:25:00+0530,37893.55,37935.05,37890.7,37920.4,0
2022-01-07T11:30:00+0530,37919.75,37955.8,37918.75,37921.25,0
2022-01-07T11:35:00+0530,37922.55,37944.05,37921.8,37929.1,0
2022-01-07T11:40:00+0530,37930.45,37930.45,37882.55,37890.55,0
2022-01-07T11:45:00+0530,37890.8,37903.55,37760.85,37767.95,0
2022-01-07T11:50:00+0530,37765.7,37765.7,37636.55,37694.2,0
2022-01-07T11:55:00+0530,37694.7,37756.3,37688.4,37752.15,0
2022-01-07T12:00:00+0530,37748.45,37751.3,37699.9,37744.4,0
2022-01-07T12:05:00+0530,37742.35,37769.5,37718.9,37728.5,0
2022-01-07T12:10:00+0530,37711.8,37726.45,37659.9,37677.2,0
2022-01-07T12:15:00+0530,37676.1,37678.25,37556.25,37631.6,0
2022-01-07T12:20:00+0530,37630.5,37706.25,37605.9,37676.2,0
2022-01-07T12:25:00+0530,37674.05,37709.05,37670.15,37695.95,0
2022-01-07T12:30:00+0530,37693.2,37693.65,37642.9,37660.5,0
2022-01-07T12:35:00+0530,37659.25,37659.25,37555.85,37559.5,0
2022-01-07T12:40:00+0530,37566.25,37596.8,37490.1,37499.35,0
2022-01-07T12:45:00+0530,37497.35,37526.7,37429.55,37526.65,0
2022-01-07T12:50:00+0530,37527.6,37576.3,37497.05,37529.2,0
2022-01-07T12:55:00+0530,37525.25,37610.35,37525.25,37604.75,0
2022-01-07T13:00:00+0530,37604.05,37651.35,37559.5,37560.95,0
2022-01-07T13:05:00+0530,37559.35,37640.15,37559.35,37579.6,0
2022-01-07T13:10:00+0530,37580.3,37613.75,37580.3,37603.15,0
2022-01-07T13:15:00+0530,37604.3,37624.8,37534.65,37620.15,0
2022-01-07T13:20:00+0530,37618.6,37664.45,37612.3,37652.45,0
2022-01-07T13:25:00+0530,37649.55,37670.2,37623.95,37662.65,0
2022-01-07T13:30:00+0530,37665.1,37674.5,37635.05,37657.6,0
2022-01-07T13:35:00+0530,37658.2,37711.9,37652.1,37670.85,0
2022-01-07T13:40:00+0530,37670.9,37723.65,37670.9,37711.95,0
2022-01-07T13:45:00+0530,37708.95,37725.7,37680.25,37723.3,0
2022-01-07T13:50:00+0530,37723.75,37748.35,37701.65,37703.25,0
2022-01-07T13:55:00+0530,37701.6,37747.8,37633.6,37739.9,0
2022-01-07T14:00:00+0530,37740.4,37742.9,37657.25,37688.05,0
2022-01-07T14:05:00+0530,37687.75,37704.95,37625.15,37656.85,0
2022-01-07T14:10:00+0530,37658,37674.45,37598.2,37601.55,0
2022-01-07T14:15:00+0530,37601.35,37655.6,37567.35,37648.3,0
2022-01-07T14:20:00+0530,37649.4,37682.95,37622.1,37653.45,0
2022-01-07T14:25:00+0530,37653.4,37705.2,37653.4,37670,0
2022-01-07T14:30:00+0530,37671.55,37684.4,37634.1,37666.5,0
2022-01-07T14:35:00+0530,37670.2,37708.6,37667.2,37697.75,0
2022-01-07T14:40:00+0530,37699.95,37718.85,37622.6,37645.15,0
2022-01-07T14:45:00+0530,37645.6,37656.15,37618.5,37645.2,0
2022-01-07T14:50:00+0530,37642.55,37667.7,37628.05,37630.8,0
2022-01-07T14:55:00+0530,37625.65,37628.85,37583.85,37611.45,0
2022-01-07T15:00:00+0530,37610,37709.35,37607.25,37709.35,0
2022-01-07T15:05:00+0530,37710.65,37731.3,37693.7,37716.3,0
